"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"VNET","21Vianet Group, Inc.","6.32","705628000","n/a","China","2011","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/vnet",
"JOBS","51job, Inc.","91.27","5645323675.08","n/a","China","2004","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/jobs",
"ATV","Acorn International, Inc.","23.33","62554775.66","n/a","China","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/atv",
"ASX","Advanced Semiconductor Engineering, Inc.","7.44","13004725620.48","n/a","Taiwan","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/asx",
"AMCN","AirMedia Group Inc","0.74","46483017.86","n/a","China","2007","Technology","Advertising","https://www.nasdaq.com/symbol/amcn",
"BABA","Alibaba Group Holding Limited","172.04","441426154649.04","n/a","China","2014","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/baba",
"ACH","Aluminum Corporation of China Limited","15.27","9103239955.83","n/a","China","2001","Basic Industries","Aluminum","https://www.nasdaq.com/symbol/ach",
"ALN","American Lorain Corporation","0.1875","7176440.0625","n/a","China","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/aln",
"APWC","Asia Pacific Wire & Cable Corporation Limited","2.5328","35002457.6432","n/a","Taiwan","n/a","Basic Industries","Telecommunications Equipment","https://www.nasdaq.com/symbol/apwc",
"ATAI","ATA Inc.","5.2501","127269574.6362","n/a","China","2008","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/atai",
"AUO","AU Optronics Corp","4.45","4282789073.95","n/a","Taiwan","2002","Technology","Semiconductors","https://www.nasdaq.com/symbol/auo",
"AZRE","Azure Power Global Limited","14.25","370287062.25","n/a","India","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/azre",
"BIDU","Baidu, Inc.","228.17","79440196554.4","n/a","China","2005","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/bidu",
"BZUN","Baozun Inc.","46.04","2517215775.56","n/a","China","2015","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/bzun",
"BILI","Bilibili Inc.","11.4","3174703737.6","n/a","China","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/bili",
"BSPM","Biostar Pharmaceuticals, Inc.","3.04","8017051.52","n/a","China","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bspm",
"BCAC","Bison Capital Acquisition Corp.","10","79789370","n/a","China","2017","Finance","Business Services","https://www.nasdaq.com/symbol/bcac",
"BCACR","Bison Capital Acquisition Corp.","0.48","0","n/a","China","2017","Finance","Business Services","https://www.nasdaq.com/symbol/bcacr",
"BCACU","Bison Capital Acquisition Corp.","10.72","0","n/a","China","2017","Finance","Business Services","https://www.nasdaq.com/symbol/bcacu",
"BCACW","Bison Capital Acquisition Corp.","0.4913","0","n/a","China","2017","Finance","Business Services","https://www.nasdaq.com/symbol/bcacw",
"BITA","Bitauto Holdings Limited","20.08","1440258582","n/a","China","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/bita",
"BNSO","Bonso Electronics International, Inc.","3.18","15593721.48","n/a","Hong Kong","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bnso",
"BRQS","Borqs Technologies, Inc. ","7.85","245764047.7","n/a","China","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/brqs",
"BEDU","Bright Scholar Education Holdings Limited","16.05","1881862500","n/a","China","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/bedu",
"CSIQ","Canadian Solar Inc.","16.2","936889302.6","n/a","China","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/csiq",
"CAJ","Canon, Inc.","35.99","38860410630.17","n/a","Japan","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/caj",
"CBAK","CBAK Energy Technology, Inc.","1.35","35401477.95","n/a","China","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cbak",
"CYOU","Changyou.com Limited","29.71","1566258019.1","n/a","China","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cyou",
"CADC","China Advanced Construction Materials Group, Inc.","2.55","6088527.9","n/a","China","n/a","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/cadc",
"CALI","China Auto Logistics Inc.","2.69","13020659.86","n/a","China","n/a","Consumer Services","Motor Vehicles","https://www.nasdaq.com/symbol/cali",
"CAAS","China Automotive Systems, Inc.","4.04","127841776.16","n/a","China","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/caas",
"CBPO","China Biologic Products Holdings, Inc.","85.84","2844123071.44","n/a","China","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cbpo",
"CCCL","China Ceramics Co., Ltd.","1.65","5264432.25","n/a","China","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cccl",
"CCCR","China Commercial Credit, Inc.","1.17","22757570.55","n/a","China","2013","Finance","Major Banks","https://www.nasdaq.com/symbol/cccr",
"CCRC","China Customer Relations Centers, Inc.","15","274944000","n/a","China","2015","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ccrc",
"DL","China Distance Education Holdings Limited","8.2","270302282.6","n/a","China","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/dl",
"CEA","China Eastern Airlines Corporation Ltd.","36.57","10581592144.41","n/a","China","1997","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/cea",
"JRJC","China Finance Online Co. Limited","2.44","57631831.32","n/a","China","2004","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/jrjc",
"CGA","China Green Agriculture, Inc.","1.27","48960106.55","n/a","China","n/a","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/cga",
"HGSH","China HGS Real Estate, Inc.","1.33","59916500","n/a","China","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/hgsh",
"CNIT","China Information Technology, Inc.","1.73","70515081.99","n/a","China","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cnit",
"CIFS","China Internet Nationwide Financial Services Inc.","17.33","381661120.18","n/a","China","2017","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/cifs",
"CJJD","China Jo-Jo Drugstores, Inc.","1.3201","33285896.4278","n/a","China","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cjjd",
"CLDC","China Lending Corporation","2.4489","58182966.9513","n/a","Hong Kong","2014","Finance","Diversified Financial Services","https://www.nasdaq.com/symbol/cldc",
"LFC","China Life Insurance Company Limited","13.78","77897526980","n/a","China","2003","Finance","Life Insurance","https://www.nasdaq.com/symbol/lfc",
"HTHT","China Lodging Group, Limited","135.31","9610555122","n/a","China","2010","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/htht",
"CHL","China Mobile (Hong Kong) Ltd.","47.04","192633343076.16","n/a","Hong Kong","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/chl",
"CHNR","China Natural Resources, Inc.","2.1512","53588362.4992","n/a","Hong Kong","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/chnr",
"BORN","China New Borun Corporation","1.3262","34116495","n/a","China","2010","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/born",
"COE","China Online Education Group","11.465","229936777.565","n/a","China","2016","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/coe",
