"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"NVO","Novo Nordisk A/S","49.15","119474023825.05","n/a","Denmark","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nvo",
"NVCR","NovoCure Limited","21.55","1936966517.35","n/a","Jersey","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nvcr",
"NCNA","NuCana plc","25.23","802595213.58","n/a","United Kingdom","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ncna",
"NXPI","NXP Semiconductors N.V.","113.44","38459543574.88","n/a","Netherlands","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/nxpi",
"OASM","Oasmia Pharmaceutical AB","1.45","85262900","n/a","Sweden","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/oasm",
"OBSV","ObsEva SA","13.43","498672848.66","n/a","Switzerland","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/obsv",
"OHGI","One Horizon Group, Inc.","0.86","27585880.3","n/a","Ireland","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ohgi",
"ORAN","Orange","17.47","46461911271.15","n/a","France","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/oran",
"OEC","Orion Engineered Carbons S.A","28.05","1663932002.7","n/a","Luxembourg","2014","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/oec",
"OXFD","Oxford Immunotec Global PLC","13.39","346426856.62","n/a","United Kingdom","2013","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/oxfd",
"PSO","Pearson, Plc","10.86","8477901636.36","n/a","United Kingdom","n/a","Consumer Services","Books","https://www.nasdaq.com/symbol/pso",
"PNR","Pentair plc.","70.01","12485902435.57","n/a","Switzerland","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pnr",
"PIRS","Pieris Pharmaceuticals, Inc.","6.43","346290035.53","n/a","Germany","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/pirs",
"PLYA","Playa Hotels & Resorts N.V.","10.52","1160844085.92","n/a","Netherlands","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/plya",
"LENS","Presbia PLC","2.49","42733008.99","n/a","Ireland","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/lens",
"PRQR","ProQR Therapeutics N.V.","3.45","110130434.25","n/a","Netherlands","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prqr",
"PUK","Prudential Public Limited Company","52.45","67968454825.1","n/a","United Kingdom","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/puk",
"PUK^","Prudential Public Limited Company","26.03","0","n/a","United Kingdom","n/a","n/a","n/a","https://www.nasdaq.com/symbol/puk^",
"PUK^A","Prudential Public Limited Company","25.88","0","n/a","United Kingdom","n/a","n/a","n/a","https://www.nasdaq.com/symbol/puk^a",
"PXS","Pyxis Tankers Inc.","1.17","24427134.81","n/a","Greece","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/pxs",
"QGEN","Qiagen N.V.","32.82","7435595981.1","n/a","Netherlands","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/qgen",
"QTNT","Quotient Limited","4.5","205146409.5","n/a","United Kingdom","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/qtnt",
"GOLD","Randgold Resources Limited","82.26","7761796208.46","n/a","Jersey","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/gold",
"RENX","RELX N.V.","21.47","42763617487.53","n/a","Netherlands","2015","Consumer Services","Publishing","https://www.nasdaq.com/symbol/renx",
"RELX","RELX PLC","21.8","43468302624.8","n/a","United Kingdom","2015","Consumer Services","Publishing","https://www.nasdaq.com/symbol/relx",
"RBS","Royal Bank Scotland plc (The)","7.64","45813082568.64","n/a","United Kingdom","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/rbs",
"RBS^S","Royal Bank Scotland plc (The)","25.48","0","n/a","United Kingdom","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rbs^s",
"RYAAY","Ryanair Holdings plc","121.37","28407067590.61","n/a","Ireland","1997","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/ryaay",
"GCVRZ","Sanofi","0.45","0","n/a","France","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/gcvrz",
"SNY","Sanofi","40.56","101079197250.72","n/a","France","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sny",
"SAP","SAP SE","108.13","129042908925.59","n/a","Germany","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sap",
"SLB","Schlumberger N.V.","67.95","94175787527.1","n/a","France","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/slb",
"SDLP","Seadrill Partners LLC","2.74","251591184","n/a","United Kingdom","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdlp",
"STX","Seagate Technology PLC","60.61","17263388774.61","n/a","Ireland","2002","Technology","Electronic Components","https://www.nasdaq.com/symbol/stx",
"SHIP","Seanergy Maritime Holdings Corp","0.81","30973870.26","n/a","Greece","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ship",
"SHIPW","Seanergy Maritime Holdings Corp","0.1","0","n/a","Greece","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/shipw",
"ST","Sensata Technologies Holding plc","53.27","9130126577.81","n/a","Netherlands","2010","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/st",
"SQNS","Sequans Communications S.A.","1.65","132040766.55","n/a","France","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/sqns",
"SHPG","Shire plc","152.19","46255761877.95","n/a","Ireland","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/shpg",
"SNN","Smith & Nephew SNATS, Inc.","38.24","16726941182.4","n/a","United Kingdom","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/snn",
"SBLK","Star Bulk Carriers Corp.","11.28","723724845.12","n/a","Greece","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sblk",
"SBLKZ","Star Bulk Carriers Corp.","25.35","0","n/a","Greece","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sblkz",
"STO","Statoil ASA","25.51","84557890674.32","n/a","Norway","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/sto",
"GASS","StealthGas, Inc.","4.04","161036674.52","n/a","Greece","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/gass",
"STLR","Stellar Acquisition III Inc.","10.34","93165230.18","n/a","Greece","2016","Finance","Business Services","https://www.nasdaq.com/symbol/stlr",
"STLRU","Stellar Acquisition III Inc.","10.85","0","n/a","Greece","2016","Finance","Business Services","https://www.nasdaq.com/symbol/stlru",
"STLRW","Stellar Acquisition III Inc.","0.4999","0","n/a","Greece","2016","Finance","Business Services","https://www.nasdaq.com/symbol/stlrw",
"STM","STMicroelectronics N.V.","22.51","20182247337.86","n/a","Switzerland","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/stm",
"SMMT","Summit Therapeutics plc","13.63","203439608.1","n/a","United Kingdom","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/smmt",
"TLND","Talend S.A.","49.03","1446436285.38","n/a","France","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tlnd",
"TEL","TE Connectivity Ltd.","99.37","34917629765.35","n/a","Switzerland","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tel",
"TI","Telecom Italia S.P.A.","10.47","22057316404.83","n/a","Italy","n/a","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/ti",
"TEF","Telefonica SA","10.01","51973238176.86","n/a","Spain","1988","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tef",
"TS","Tenaris S.A.","36.77","21704169619.55","n/a","Luxembourg","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/ts",
"TX","Ternium S.A.","35.99","7065113295.23","n/a","Luxembourg","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/tx",
"TIG","TiGenix","43.05","254914424016","n/a","Belgium","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tig",
"TOPS","TOP Ships Inc.","1.75","104466.25","n/a","Greece","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/tops",
"TRMD","TORM plc","7.415","459626004.625","n/a","United Kingdom","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/trmd",
"TOT","Total S.A.","60.01","157845020119.5","n/a","France","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tot",
"RIG","Transocean Ltd.","11.59","5337276095.23","n/a","Switzerland","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/rig",
"TRIB","Trinity Biotech plc","4.99","119962603.98","n/a","Ireland","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/trib",
"TRVG","trivago N.V.","6.61","2318235675.01","n/a","Germany","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/trvg",
"TNP","Tsakos Energy Navigation Ltd","3.49","296254174.67","n/a","Greece","2002","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/tnp",
"TNP^B","Tsakos Energy Navigation Ltd","25.21","0","n/a","Greece","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tnp^b",
"TNP^C","Tsakos Energy Navigation Ltd","25.4595","0","n/a","Greece","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tnp^c",
"TNP^D","Tsakos Energy Navigation Ltd","24.9","0","n/a","Greece","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tnp^d",
"TNP^E","Tsakos Energy Navigation Ltd","25.05","0","n/a","Greece","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tnp^e",
"UBS","UBS AG","17.45","67254244662.9","n/a","Switzerland","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/ubs",
"UN","Unilever NV","57.01","157044537975.55","n/a","Netherlands","n/a","Basic Industries","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/un",
"UL","Unilever PLC","56.06","158822091047.98","n/a","United Kingdom","n/a","Basic Industries","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ul",
"QURE","uniQure N.V.","29.35","929925047.8","n/a","Netherlands","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/qure",
"VEON","VEON Ltd.","2.27","3970519207.08","n/a","Netherlands","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/veon",
"VRNA","Verona Pharma plc","18.028","236656710.9","n/a","United Kingdom","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrna",
"VVPR","VivoPower International PLC","2.4963","33843277.7088","n/a","United Kingdom","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/vvpr",
"VOD","Vodafone Group Plc","29.77","79413263164.82","n/a","United Kingdom","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/vod",
"WFT","Weatherford International plc","2.62","2603443696","n/a","Switzerland","n/a","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/wft",
"WLTW","Willis Towers Watson Public Limited Company","150.08","19873211346.24","n/a","United Kingdom","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/wltw",
"WPP","WPP plc","84.53","21401856704.66","n/a","Ireland","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/wpp",
"WMGI","Wright Medical Group N.V.","20.02","2120246308.18","n/a","Netherlands","2011","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/wmgi",
"WMGIZ","Wright Medical Group N.V.","1.3561","0","n/a","Netherlands","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/wmgiz",
"XL","XL Group Ltd.","55.5","14302108131","n/a","Ireland","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/xl",
"YNDX","Yandex N.V.","32.98","10838369272.9","n/a","Netherlands","2011","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/yndx",
"ZEAL","Zealand Pharma A/S","15.51","475956983.04","n/a","Denmark","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zeal",
